"id","sex","gpa","Alcoholuse","alcatt","dadjob","momjob","dadclose","momclose","larceny","vandalism"
632,2,2,4,3,1,1,2,3,2,2
633,2,4,3,2,1,2,4,3,3,3
634,2,2,2,1,1,2,4,2,3,3
635,2,4,4,2,1,2,2,2,2,2
636,2,3,3,2,1,2,3,2,3,3
637,1,2,4,3,1,1,3,3,3,2
638,2,2,5,4,1,2,2,2,2,2
639,1,3,3,2,1,2,3,2,3,3
640,1,1,3,2,1,2,3,2,3,3
641,2,4,5,4,1,1,2,2,2,1
642,1,3,5,4,1,2,3,3,2,2
643,2,2,4,3,1,2,1,3,2,2
644,2,1,4,3,1,2,1,4,3,3
645,1,4,3,2,1,2,3,2,3,3
646,1,3,3,2,1,2,3,2,2,3
647,1,1,4,3,1,2,2,3,2,3
648,2,4,4,3,2,1,4,1,2,2
649,2,4,4,2,1,1,3,1,2,2
650,2,2,5,4,1,2,3,3,2,3
651,1,3,4,2,1,2,2,2,2,2
652,2,3,5,4,1,1,3,2,2,2
653,2,3,2,2,1,2,3,4,3,4
654,2,2,3,2,1,1,4,3,3,3
655,1,3,5,3,1,1,1,2,2,1
656,2,3,3,2,1,2,2,4,3,3
657,2,1,4,3,1,2,3,2,2,2
658,1,2,4,3,1,1,2,2,2,2
659,1,3,3,1,1,2,1,2,2,2
660,2,4,4,2,1,1,2,1,2,2
661,2,1,3,2,1,1,3,2,2,3
662,2,2,4,2,1,2,1,2,2,2
663,2,2,3,2,1,2,3,2,3,3
664,1,3,4,2,1,1,1,3,2,2
665,1,4,3,1,1,1,2,2,2,2
666,2,2,3,3,1,1,4,3,3,3
667,2,3,2,1,1,2,3,3,3,3
668,1,2,4,3,1,2,2,3,2,3
669,2,4,2,2,1,2,3,4,3,4
670,2,2,2,1,1,2,4,3,3,3
671,1,1,2,2,1,2,4,3,3,4
672,2,3,4,2,1,1,2,2,2,2
673,1,2,3,2,1,2,2,3,3,3
674,1,3,4,3,2,2,2,2,2,2
675,2,2,3,2,1,1,2,3,3,3
676,2,3,2,1,1,1,4,3,3,3
677,2,3,4,3,1,2,3,3,3,2
678,2,2,3,2,1,1,2,3,3,3
679,1,2,3,2,1,2,3,3,3,3
680,2,2,3,3,2,2,3,4,3,4
681,2,3,4,3,1,2,3,2,2,2
682,1,3,3,2,1,2,3,3,3,3
683,2,4,3,2,1,2,2,3,3,3
684,1,1,5,3,1,1,2,2,2,1
685,2,3,3,1,1,2,3,1,2,2
686,1,2,4,2,1,2,4,1,2,2
687,2,3,3,3,1,1,3,4,3,3
688,1,3,3,2,1,1,4,3,3,3
689,2,3,4,3,2,1,3,3,3,2
690,2,2,5,4,1,2,2,2,2,2
691,2,3,2,1,1,1,3,3,3,3
692,2,3,3,1,1,2,3,1,2,2
693,1,2,2,2,1,1,4,4,3,4
694,2,3,4,3,1,2,2,3,2,3
695,1,2,5,4,1,1,3,1,2,1
696,1,3,5,3,1,2,2,2,2,2
697,1,3,4,3,1,2,2,2,2,2
698,2,2,3,2,1,2,1,4,3,3
699,1,2,5,4,2,2,2,3,2,2
700,2,2,4,2,1,2,2,2,2,2
701,1,2,6,4,1,1,2,2,1,1
702,2,4,3,3,1,1,4,3,3,3
703,2,3,3,3,1,2,3,4,3,4
704,2,2,5,4,2,2,3,2,2,2
705,1,1,3,2,1,2,4,3,3,3
706,1,2,4,3,1,2,2,2,2,2
707,2,2,4,3,1,2,3,3,2,3
708,2,2,3,2,1,2,4,2,3,3
709,1,3,4,3,1,2,4,2,2,2
710,2,1,4,3,1,2,3,3,3,3
711,2,3,4,3,1,2,3,3,3,3
712,2,4,4,3,1,1,3,2,2,2
713,2,2,3,2,2,2,3,2,2,3
714,1,3,4,3,1,1,3,3,3,2
715,1,1,5,3,1,2,2,2,2,2
716,1,2,5,4,1,2,2,3,2,2
717,2,3,2,1,1,2,3,3,3,3
718,1,2,5,3,1,2,2,2,2,2
719,2,3,2,1,2,2,2,4,3,4
720,1,2,3,1,1,2,2,1,2,2
721,2,4,3,2,2,2,4,2,3,3
722,1,4,4,3,1,2,4,2,2,2
723,2,2,3,2,1,2,1,3,3,3
724,1,3,5,4,2,2,1,3,2,2
725,2,4,4,2,1,2,2,1,2,2
726,2,2,4,3,1,2,1,3,2,2
727,2,2,3,2,1,2,4,2,3,3
728,1,1,3,2,1,2,1,3,3,3
729,1,2,5,3,2,2,2,2,2,2
730,2,2,5,4,2,2,2,2,2,2
731,2,2,4,3,1,2,4,1,2,2
732,1,2,4,3,1,2,3,2,2,2
733,1,2,4,3,1,1,2,4,3,3
734,2,2,2,1,1,2,2,3,3,3
735,2,2,5,3,1,2,3,1,1,1
736,2,1,4,2,1,2,4,1,2,2
737,2,3,4,3,1,2,1,3,2,2
738,2,3,4,2,1,1,1,2,2,2
739,2,1,3,2,1,2,1,3,3,3
740,2,1,5,3,1,2,1,2,2,2
741,1,3,4,3,1,1,2,2,2,2
742,1,2,3,2,1,2,1,3,3,3
743,1,2,5,3,1,2,2,2,2,2
744,1,3,2,1,1,1,4,2,3,3
745,2,4,3,1,1,1,3,1,2,2
746,1,3,2,2,1,2,4,3,3,3
747,2,3,4,3,1,1,2,2,2,2
748,2,2,4,3,2,2,3,2,2,3
749,1,3,2,1,1,1,3,4,3,4
750,2,2,3,3,1,2,3,4,3,3
751,2,3,3,1,1,1,2,1,2,2
752,2,4,4,2,1,2,1,2,2,2
753,1,3,5,3,2,2,2,2,2,2
754,2,2,2,1,1,2,3,3,3,3
755,1,2,3,2,1,2,1,3,3,3
756,2,3,4,2,1,2,2,2,2,2
757,2,2,3,2,1,2,3,3,3,3
758,2,2,3,1,1,2,2,2,2,2
759,1,3,4,3,1,2,3,3,2,3
760,2,3,4,3,2,1,3,3,3,3
761,1,1,3,1,1,2,1,2,2,2
762,2,1,5,3,1,2,3,1,1,1
763,1,3,5,4,1,2,3,2,2,2
764,2,1,2,1,1,2,4,3,3,4
765,1,3,3,2,1,2,2,4,3,3
766,2,1,4,3,1,1,3,2,2,2
767,2,3,4,4,1,2,3,3,2,3
768,2,1,4,3,2,2,1,3,2,2
769,2,2,4,2,1,2,3,1,2,2
770,1,2,4,2,1,2,1,2,2,2
771,2,2,3,2,1,2,2,4,3,3
772,2,1,5,4,2,2,3,2,2,2
773,2,2,4,3,2,2,3,2,2,2
774,1,2,3,2,1,2,2,3,3,3
775,2,2,3,2,1,2,2,3,3,3
776,2,4,4,3,2,2,1,4,3,3
777,1,3,5,3,1,2,1,2,2,1
778,1,3,4,3,1,2,3,2,2,2
779,2,4,4,3,1,2,3,3,2,3
780,1,3,4,3,1,2,3,3,2,3
781,2,3,2,1,1,2,3,3,3,3
782,1,1,3,2,1,2,4,3,3,3
783,1,4,5,4,1,1,3,3,2,2
784,1,2,4,3,1,1,3,3,3,3
785,1,3,1,1,2,2,4,4,4,4
786,2,3,4,3,1,1,2,2,2,2
787,2,3,4,3,1,2,3,3,3,3
788,1,4,2,1,1,2,2,3,3,3
789,2,2,4,2,1,2,2,1,2,2
790,1,1,2,2,1,2,3,4,3,4
791,2,2,6,4,1,1,2,2,1,1
792,1,1,5,3,1,2,2,1,2,1
793,2,2,4,2,1,2,1,2,2,2
794,2,4,2,1,1,2,3,2,3,3
795,2,3,5,3,1,2,3,1,2,1
796,1,4,3,2,1,2,2,3,3,3
797,2,1,3,2,1,1,2,4,3,3
798,2,3,5,4,1,1,4,2,2,2
799,1,3,6,4,1,2,3,1,1,1
800,2,2,5,3,1,1,2,1,2,1
801,1,2,3,1,1,2,3,1,2,2
802,2,1,4,3,2,1,2,2,2,2
803,2,4,2,1,1,1,2,4,3,3
804,1,3,3,2,1,2,1,4,3,3
805,1,1,5,4,1,1,2,3,2,2
806,2,3,2,1,1,2,2,4,3,4
807,1,2,4,2,1,1,2,2,2,2
808,2,2,3,2,1,2,1,3,3,3
809,2,3,4,3,1,1,1,3,2,2
810,2,2,4,4,1,2,3,4,3,3
811,2,3,3,3,1,1,4,3,3,3
812,1,3,2,1,1,2,2,3,3,3
813,2,1,5,4,1,1,2,3,2,2
814,2,2,3,2,1,2,3,2,2,3
815,1,2,5,4,1,1,3,2,2,2
816,1,1,4,3,2,2,2,3,2,3
817,1,1,3,2,1,2,3,3,3,3
818,2,3,3,3,1,2,3,4,3,3
819,2,2,5,4,1,2,4,2,2,2
820,2,2,4,3,1,2,3,3,2,2
821,1,1,2,1,2,1,2,4,3,4
822,1,3,3,1,1,2,1,2,2,2
823,1,2,4,3,1,2,3,3,3,3
824,1,4,3,2,1,2,3,2,2,3
825,1,3,3,2,1,2,1,4,3,3
826,2,3,5,3,1,2,2,2,2,2
827,1,2,2,2,2,1,3,4,4,4
828,1,3,2,1,1,2,1,4,3,4
829,1,1,5,4,1,2,2,3,2,2
830,2,2,3,1,1,2,3,1,2,2
831,1,1,5,3,1,2,2,2,2,2
832,2,3,2,2,1,1,3,4,3,4
833,2,1,3,2,1,1,4,3,3,3
834,2,2,5,3,1,1,1,1,1,1
835,1,2,4,3,1,2,3,2,2,2
836,2,3,4,2,1,1,2,2,2,2
837,2,2,3,2,1,1,1,4,3,3
838,1,4,4,2,2,1,4,1,2,2
839,2,3,3,2,1,2,3,2,3,3
840,2,4,4,2,1,2,1,2,2,2
841,1,1,5,3,1,1,2,2,2,2
842,2,2,3,2,1,2,3,2,3,3
843,2,1,2,1,1,2,2,3,3,3
844,1,1,3,2,1,2,2,3,3,3
845,2,1,4,3,1,1,2,3,2,2
846,2,1,6,4,1,1,2,2,1,1
847,2,3,4,3,1,1,4,1,2,2
848,2,3,6,4,1,2,2,1,1,1
849,2,2,3,2,1,2,2,3,3,3
850,2,3,4,4,1,2,4,4,3,3
851,2,3,4,2,2,2,3,1,2,2
852,2,2,6,4,1,2,3,1,1,1
853,2,3,5,4,1,1,3,3,2,2
854,1,2,2,1,1,2,3,2,3,3
855,2,4,3,1,1,2,4,1,2,2
856,2,1,6,4,1,2,1,2,1,1
857,1,4,2,2,1,1,3,4,3,4
858,1,3,4,3,1,1,4,1,2,2
859,2,3,4,4,1,2,3,4,3,3
860,2,4,4,2,1,2,3,1,2,2
861,1,4,4,2,1,2,1,1,1,1
862,2,2,4,3,1,2,3,3,3,3
863,1,3,2,1,1,2,4,2,3,3
864,2,2,5,4,1,2,1,3,2,2
865,1,4,4,2,1,2,1,2,2,2
866,2,2,4,2,1,2,1,1,2,2
867,1,1,4,3,1,2,4,2,2,3
868,2,4,5,3,2,2,1,2,2,2
869,1,2,5,3,1,2,1,1,1,1
870,2,2,4,4,1,2,4,3,3,3
871,2,2,4,2,1,1,2,1,2,1
872,2,2,4,3,1,2,2,3,2,2
873,2,4,4,3,1,2,2,3,2,3
874,1,2,6,4,1,1,1,2,1,1
875,2,4,4,3,1,2,3,2,2,2
876,1,2,4,3,1,1,4,2,2,2
877,1,2,3,2,1,2,2,4,3,3
878,1,1,4,2,1,1,2,2,2,2
879,2,3,4,2,1,2,2,1,2,2
880,2,2,3,2,1,2,2,3,3,3
881,2,1,5,4,1,2,3,2,2,2
882,1,3,3,2,1,1,2,4,3,3
883,2,2,4,3,1,2,3,3,3,3
884,2,2,3,2,1,2,4,2,3,3
885,2,2,4,3,1,2,3,2,2,2
886,2,4,1,1,1,2,4,4,4,4
887,1,3,3,1,1,1,2,2,2,2
888,1,3,5,3,1,1,3,1,1,1
889,1,2,4,3,1,2,2,4,3,3
890,1,3,2,2,1,1,4,4,3,4
891,2,3,3,2,2,2,4,2,3,3
892,2,1,3,3,1,2,3,4,3,4
893,2,2,4,2,1,1,2,2,2,2
894,1,1,4,2,1,1,2,2,2,2
895,1,1,5,4,1,1,3,3,2,2
896,1,2,5,3,1,1,3,1,2,1
897,2,4,3,2,1,2,3,2,3,3
898,2,3,3,2,1,2,3,3,3,3
899,2,1,5,4,1,2,2,3,2,2
900,2,1,3,2,1,2,2,3,3,3
901,2,1,4,2,1,2,1,2,2,2
902,2,3,5,3,1,2,2,1,2,1
903,2,2,2,1,1,2,2,4,3,4
904,2,3,3,1,1,1,2,1,2,2
905,2,2,5,3,1,1,2,1,1,1
906,1,4,4,3,1,2,2,4,3,3
907,1,3,3,2,2,2,3,3,3,3
908,1,2,4,3,1,2,2,3,2,3
909,2,3,4,3,2,2,1,3,2,3
910,1,3,2,2,1,2,3,4,4,4
911,1,1,5,4,2,2,2,3,2,2
912,2,3,3,2,1,2,4,3,3,3
913,1,2,3,2,1,2,3,2,2,3
914,1,3,5,3,1,2,1,2,2,1
915,1,4,5,4,1,2,4,2,2,2
916,1,2,3,3,1,1,4,3,3,3
917,2,4,4,3,1,1,1,3,2,2
918,2,3,4,3,1,1,4,2,2,2
919,2,2,3,2,1,1,4,2,3,3
920,2,2,4,3,1,2,2,3,3,2
921,2,3,3,1,1,2,3,2,3,3
922,2,2,6,4,2,2,2,1,1,1
923,1,2,4,2,1,2,2,2,2,2
924,1,3,4,2,1,2,2,1,2,2
925,2,2,3,2,2,2,3,2,2,3
926,1,3,5,4,1,2,2,3,2,2
927,2,3,4,2,1,2,2,1,2,2
928,2,2,3,1,2,1,2,2,2,2
929,1,4,5,4,1,2,1,4,2,2
930,1,2,5,4,1,2,3,3,2,2
931,1,2,4,2,1,2,1,2,2,2
932,2,3,4,3,1,2,3,3,2,2
933,1,2,2,1,1,2,4,2,3,3
934,2,2,3,2,1,2,3,2,2,3
935,1,2,2,1,2,2,4,2,3,3
936,2,4,2,2,1,2,3,4,3,4
937,1,1,4,3,1,2,3,3,2,3
938,2,4,3,3,1,1,3,4,3,3
939,1,3,3,2,1,2,3,4,3,4
940,2,3,5,4,1,1,3,2,2,2
941,2,1,4,3,1,2,2,2,2,2
942,2,3,2,1,1,2,3,2,3,3
943,2,1,4,3,1,1,3,3,3,3
944,2,2,4,3,1,1,3,2,2,2
945,2,2,5,3,1,1,3,1,2,1
946,2,4,3,2,1,1,3,2,2,2
947,1,1,4,2,1,2,3,1,2,2
948,1,3,3,2,2,2,2,3,3,3
949,2,2,2,2,1,1,4,3,3,4
950,1,3,5,3,1,2,2,2,2,2
951,2,2,3,2,1,2,3,2,2,3
952,2,2,5,3,1,2,3,1,2,1
953,1,3,3,1,1,1,4,1,2,2
954,2,3,4,3,1,2,2,3,2,2
955,2,2,5,3,1,1,4,1,2,1
956,1,2,2,1,1,1,2,4,3,4
957,2,4,4,2,1,2,2,1,2,2
958,2,1,4,4,1,1,3,4,3,3
959,1,2,4,3,1,2,4,1,2,2
960,2,2,4,2,1,2,2,1,2,2
961,1,3,4,2,1,1,2,2,2,2
962,2,3,5,3,2,2,3,1,2,1
963,2,4,4,2,1,2,1,1,2,1
964,2,4,3,2,1,2,3,2,3,3
965,1,1,3,1,1,2,1,3,3,3
966,1,3,5,4,1,2,4,2,2,2
967,2,2,5,3,1,1,1,2,2,1
968,1,1,4,3,1,2,4,2,2,3
969,2,2,4,2,1,2,2,2,2,2
970,1,3,5,4,1,2,2,2,2,2
971,2,2,5,3,1,1,1,2,2,1
972,2,3,4,3,1,1,2,3,2,2
973,1,3,3,2,1,2,3,2,2,3
974,2,4,5,3,1,2,3,1,2,2
975,1,4,4,2,1,2,2,1,2,2
976,2,3,5,3,1,2,1,2,2,1
977,2,2,4,2,1,2,2,1,2,2
978,1,4,5,3,1,2,1,2,2,1
979,2,3,3,2,1,2,4,2,3,3
980,2,3,4,3,1,1,1,3,2,2
981,2,3,3,2,1,1,3,3,3,3
982,2,2,6,4,1,2,2,2,2,1
983,1,3,4,2,1,2,2,2,2,2
984,2,2,4,2,2,2,3,1,2,2
985,2,1,4,3,1,2,2,3,2,2
986,1,2,2,2,1,1,3,4,3,4
987,1,1,4,2,1,2,2,1,2,2
988,2,3,4,2,1,2,2,1,2,2
989,1,3,4,3,1,2,2,3,2,2
990,1,3,2,2,2,2,4,3,3,4
991,2,3,5,3,2,2,3,1,2,2
992,2,2,4,2,1,2,2,2,2,2
993,2,3,5,4,1,2,2,3,2,2
994,1,3,3,2,1,2,3,2,3,3
995,2,2,5,3,1,2,2,2,2,2
996,1,4,4,2,1,2,2,1,2,2
997,2,1,2,1,1,2,2,3,3,3
998,1,3,4,2,1,2,2,2,2,2
999,2,3,1,1,1,2,4,4,4,4
1000,1,3,3,2,1,2,3,3,3,3
1001,2,2,5,3,1,2,2,2,2,2
1002,2,4,4,3,1,1,3,2,2,2
1003,1,3,5,3,1,2,2,2,2,2
1004,1,3,4,3,1,2,1,3,2,2
1005,2,3,4,3,1,1,3,2,2,2
1006,1,3,3,2,1,1,1,3,3,3
1007,2,3,5,3,1,1,2,2,2,2
1008,1,2,4,2,1,2,1,1,2,1
1009,2,3,3,2,1,1,2,3,3,3
1010,2,3,2,1,2,2,2,4,3,4
1011,2,3,3,3,1,1,3,4,3,3
1012,2,2,5,4,1,2,3,2,2,2
1013,1,2,3,3,1,2,4,3,3,3
1014,2,1,4,3,1,2,3,2,2,2
1015,2,1,3,2,1,2,4,3,3,3
1016,1,2,3,2,1,2,2,4,3,3
1017,2,2,4,2,1,1,1,2,2,2
1018,2,2,4,2,1,2,1,2,2,2
1019,2,2,4,2,1,2,2,2,2,2
1020,2,2,3,2,1,2,2,3,3,3
1021,1,4,4,4,2,2,3,4,3,3
1022,2,4,3,2,1,2,2,4,3,3
1023,1,1,5,3,1,2,2,1,2,1
1024,2,3,4,3,2,2,3,2,2,2
1025,2,2,2,1,1,2,2,4,3,4
1026,1,3,4,3,1,1,3,2,2,2
1027,2,2,3,2,1,1,4,3,3,3
1028,2,2,3,2,1,2,3,3,3,3
1029,1,2,2,1,1,2,2,3,3,3
1030,1,4,5,4,2,2,3,3,2,2
1031,1,3,5,4,1,2,2,2,2,2
1032,2,2,4,2,1,1,1,3,2,2
1033,1,3,4,2,1,2,2,2,2,2
1034,2,3,5,3,1,2,2,2,2,2
1035,2,3,4,3,1,2,3,2,2,2
1036,1,2,6,4,1,2,2,1,1,1
1037,2,3,3,2,1,2,4,2,3,3
1038,2,3,4,3,1,2,3,3,3,3
1039,2,2,3,2,1,2,2,4,3,3
1040,1,3,4,3,1,2,3,3,2,3
1041,2,3,4,2,1,1,2,1,2,2
1042,1,1,3,2,1,2,3,3,3,3
1043,2,3,3,2,1,2,3,3,3,3
1044,2,3,4,3,1,2,2,3,3,3
1045,2,2,3,1,1,1,1,2,2,2
1046,2,4,5,3,1,1,2,1,1,1
1047,2,3,4,3,1,1,4,2,2,2
1048,1,3,4,3,1,2,2,2,2,2
1049,1,3,4,3,1,2,1,3,2,3
1050,2,3,3,2,1,2,3,2,3,3
1051,1,3,4,3,1,2,2,3,2,3
1052,2,4,4,4,1,2,3,4,3,3
1053,1,3,5,4,1,2,3,2,2,2
1054,1,2,5,3,1,2,3,1,2,2
1055,2,2,5,3,1,1,2,2,2,2
1056,1,3,3,2,1,2,2,3,3,3
1057,2,2,2,2,1,2,4,3,3,4
1058,2,4,4,2,1,2,2,2,2,2
1059,2,2,4,3,1,1,3,3,3,3
1060,2,1,2,1,1,1,2,3,3,3
1061,2,1,3,2,2,2,3,2,3,3
1062,2,2,5,4,1,1,1,3,2,2
1063,2,2,2,1,1,2,3,4,3,4
1064,1,3,3,1,1,2,2,2,2,2
1065,1,4,3,2,1,2,4,1,2,2
1066,2,3,3,2,1,2,3,3,3,3
1067,2,2,3,2,1,1,3,3,3,3
1068,1,1,5,4,1,2,4,2,2,2
1069,2,4,4,3,1,2,3,3,3,3
1070,1,3,3,1,1,1,2,2,2,2
1071,1,3,5,4,1,1,2,2,2,1
1072,1,3,2,2,1,2,4,3,3,4
1073,1,4,2,2,1,2,4,4,4,4
1074,1,2,5,4,1,2,2,4,3,3
1075,2,3,2,1,1,2,4,3,3,3
1076,1,1,5,3,1,2,2,1,2,1
1077,1,2,4,3,1,1,3,3,2,2
1078,1,4,4,3,1,2,3,2,2,2
1079,2,2,4,2,1,2,2,1,2,2
1080,2,3,6,4,1,1,1,2,1,1
1081,2,3,5,4,1,2,3,2,2,2
1082,2,3,4,3,1,1,3,3,2,2
1083,2,1,2,1,1,2,3,3,3,4
1084,1,2,3,1,1,1,2,2,2,2
1085,1,3,5,4,1,1,2,4,2,2
1086,1,3,5,3,1,2,2,2,2,2
1087,2,3,3,2,1,2,3,3,3,3
1088,1,3,2,1,1,2,2,3,3,3
1089,1,4,5,3,1,2,1,2,2,1
1090,2,2,3,2,1,2,3,2,3,3
1091,1,3,4,3,1,2,3,3,2,3
1092,1,1,4,3,1,2,3,2,2,3
1093,1,3,5,4,1,2,4,2,2,2
1094,1,3,4,3,1,1,4,2,2,2
1095,2,2,3,1,1,2,3,1,2,2
1096,1,4,3,2,1,2,2,3,3,3
1097,2,2,4,3,1,1,3,3,3,2
1098,2,2,3,3,2,1,4,3,3,3
1099,2,2,4,3,2,2,3,2,2,2
1100,2,3,4,2,2,2,2,2,2,2
1101,1,3,3,2,1,2,3,2,3,3
1102,2,4,3,3,1,2,4,3,3,3
1103,1,3,3,2,1,2,3,3,3,3
1104,1,2,4,3,2,1,3,3,3,2
1105,1,3,3,2,1,1,3,2,3,3
1106,1,3,5,4,1,2,2,2,2,2
1107,1,3,4,3,1,2,3,3,3,3
1108,2,1,5,4,2,2,4,1,2,2
1109,2,3,4,2,1,2,1,1,2,2
1110,2,2,5,3,1,2,1,2,2,2
1111,2,3,2,1,1,2,2,3,3,3
1112,1,2,4,3,1,2,3,3,2,3
1113,1,3,3,2,1,2,3,3,3,3
1114,2,2,4,2,1,1,1,2,2,2
1115,1,2,4,3,1,1,4,2,2,2
1116,2,2,4,2,1,2,2,2,2,2
1117,2,2,2,2,1,2,4,4,4,4
1118,1,2,3,2,1,2,4,2,3,3
1119,2,4,2,1,1,2,3,3,4,3
1120,1,2,3,2,1,1,3,2,3,3
1121,1,3,4,3,1,2,4,2,2,3
1122,2,3,4,3,1,1,4,3,3,2
1123,1,2,5,4,1,2,1,3,2,2
1124,2,4,4,3,1,2,1,3,2,2
1125,1,1,3,2,1,2,1,4,3,3
1126,2,2,5,4,1,2,3,3,2,2
1127,2,4,3,2,1,2,1,3,3,3
1128,1,2,3,3,1,2,2,4,3,3
1129,2,3,5,4,1,2,3,3,2,2
1130,1,1,4,2,1,1,3,1,2,2
1131,2,2,5,4,1,2,3,2,2,2
1132,2,2,4,2,1,1,3,1,2,2
1133,1,3,4,3,1,2,2,3,2,2
1134,1,1,4,3,1,2,4,2,2,2
1135,2,3,4,2,1,1,2,2,2,2
1136,1,2,3,2,1,2,3,3,3,3
1137,2,4,2,2,1,2,4,3,3,4
1138,1,3,4,1,1,2,1,1,2,2
1139,1,1,5,4,1,1,3,2,2,2
1140,2,1,5,3,1,1,2,2,2,1
1141,2,4,2,2,1,2,3,4,4,4
1142,2,3,5,3,1,1,3,1,2,1
1143,1,3,2,2,1,2,4,4,3,4
1144,2,2,2,1,1,2,3,3,3,4
1145,2,1,3,2,1,2,3,3,3,3
1146,2,2,4,3,1,1,3,3,2,2
1147,1,2,3,1,1,1,2,2,2,2
1148,1,2,3,1,2,2,2,2,2,3
1149,1,2,4,3,1,2,2,3,2,2
1150,2,1,3,2,1,2,2,3,3,3
1151,1,3,6,4,1,2,3,1,1,1
1152,1,2,3,2,1,2,2,3,3,3
1153,2,2,4,2,1,1,1,2,2,2
1154,1,3,4,2,2,2,2,2,2,2
1155,1,3,2,2,1,1,3,4,3,4
1156,1,2,2,1,1,2,3,2,3,3
1157,1,3,3,2,1,2,3,2,3,3
1158,1,1,4,3,1,2,3,2,2,2
1159,1,3,3,2,1,1,3,3,3,3
1160,1,3,5,4,1,1,2,3,2,2
1161,1,3,3,3,2,2,3,4,3,3
1162,2,3,2,1,1,2,2,3,3,3
1163,2,2,4,3,2,2,2,3,2,3
1164,1,2,5,4,1,1,1,3,2,2
1165,2,2,2,1,1,1,3,3,3,3
1166,2,3,3,3,1,2,4,4,3,4
1167,2,2,3,2,1,2,3,3,3,3
1168,2,1,3,2,1,2,3,2,2,3
1169,2,4,5,3,2,1,1,1,1,1
1170,2,1,4,4,2,2,4,3,3,3
1171,1,4,3,2,1,1,2,3,3,2
1172,1,3,4,2,1,2,2,1,2,2
1173,1,2,5,3,1,1,2,2,2,2
1174,1,2,6,4,1,2,1,2,1,1
1175,2,2,2,1,1,2,2,4,3,4
1176,2,2,4,3,1,2,4,2,2,2
1177,2,2,3,1,1,2,1,2,2,2
1178,1,3,5,4,1,2,3,2,2,2
1179,1,3,2,2,1,1,4,4,4,4
1180,1,2,5,4,1,2,3,3,2,2
1181,2,4,3,3,1,2,2,4,3,3
1182,1,3,4,2,1,2,1,2,2,2
1183,2,4,3,2,1,2,3,3,3,3
1184,2,3,4,2,1,2,4,1,2,2
1185,2,3,4,3,1,2,3,2,2,2
1186,1,2,4,3,1,2,3,3,3,3
1187,2,2,4,3,1,2,1,3,2,2
1188,2,2,3,3,1,1,4,3,3,3
1189,2,2,4,4,1,1,3,4,3,3
1190,2,4,4,2,1,2,2,2,2,2
1191,1,2,5,4,1,1,1,3,2,2
1192,2,3,3,2,1,2,3,2,2,3
1193,1,4,4,3,1,2,3,3,3,3
1194,2,3,3,2,1,1,3,3,3,3
1195,2,3,5,3,1,2,1,2,2,2
1196,1,3,4,2,1,1,2,2,2,2
1197,1,2,2,2,1,2,3,4,3,4
1198,2,2,4,3,1,2,2,4,3,3
1199,1,2,4,3,1,2,3,2,2,2
1200,1,2,4,4,1,2,2,4,3,3
1201,2,4,3,2,1,2,3,3,3,3
1202,1,2,3,3,1,2,4,3,3,3
1203,2,2,3,2,1,2,3,3,3,3
1204,1,3,2,1,1,2,3,3,3,4
1205,1,2,3,3,1,2,4,3,3,3
1206,2,2,3,2,1,1,2,4,3,3
1207,2,3,3,2,1,2,3,2,3,3
1208,2,3,5,4,2,2,2,3,2,2
1209,2,1,2,1,1,2,2,3,3,3
1210,2,2,4,3,1,2,3,3,3,3
1211,2,3,3,2,1,1,3,2,3,2
1212,1,3,3,2,1,2,3,2,2,3
1213,2,1,4,3,1,1,3,3,3,3
1214,1,4,2,1,1,1,3,4,3,4
1215,2,2,4,3,1,2,3,3,3,3
1216,2,2,3,2,1,2,1,3,3,3
1217,1,3,4,3,1,2,2,4,3,3
1218,2,1,3,2,1,1,4,3,3,3
1219,2,3,3,2,1,1,2,3,3,3
1220,1,2,3,2,1,1,2,3,3,3
1221,1,3,4,2,1,2,2,2,2,2
1222,2,1,3,1,1,2,1,2,2,2
1223,2,1,4,3,1,1,2,3,2,2
1224,2,1,4,4,1,2,4,4,3,3
1225,2,4,4,4,1,2,3,4,3,3
1226,2,3,3,1,1,2,1,1,2,2
1227,2,2,5,4,1,2,3,3,2,2
1228,1,3,4,3,2,2,3,3,2,3
1229,1,2,5,4,1,2,2,3,2,2
1230,2,2,6,4,2,2,2,1,1,1
1231,1,1,4,4,1,1,2,4,3,3
1232,1,2,3,2,1,1,4,2,2,3
1233,2,1,3,2,1,2,2,3,3,3
1234,2,3,5,3,2,1,1,2,2,1
1235,2,1,4,2,1,2,1,3,2,2
1236,2,2,3,2,1,2,3,2,3,3
1237,1,2,3,2,1,1,3,2,3,2
1238,2,4,4,3,1,2,3,2,2,2
1239,1,1,3,1,1,1,2,2,2,2
1240,1,2,2,2,2,2,4,4,4,4
1241,2,2,2,2,1,1,3,4,3,4
1242,1,3,4,3,1,1,1,4,2,2
1243,2,2,2,1,2,2,1,4,3,4
1244,2,2,4,2,1,2,1,1,2,1
1245,1,3,5,4,1,2,4,2,2,2
1246,1,2,5,3,1,1,1,2,2,1
1247,2,3,3,2,1,2,3,2,2,3
1248,1,4,5,4,1,1,2,2,2,1
1249,2,1,3,2,1,2,2,4,3,3
1250,2,3,5,3,1,2,1,2,2,1
1251,2,2,3,1,1,1,1,2,2,2
1252,1,1,2,1,1,1,4,2,3,3
1253,1,4,3,2,1,1,3,2,2,2
